title,abstract,review,Review Type
Hadamard Product for Low-rank Bilinear Pooling | OpenReview,"Abstract:###Bilinear models provide rich representations compared with linear models. They have been applied in various visual tasks, such as object recognition, segmentation, and visual question-answering, to get state-of-the-art performances taking advantage of the expanded representations. However, bilinear representations tend to be high-dimensional, limiting the applicability to computationally complex tasks. We propose low-rank bilinear pooling using Hadamard product for an efficient attention mechanism of multimodal learning. We show that our model outperforms compact bilinear pooling in visual question-answering tasks with the state-of-the-art results on the VQA dataset, having a better parsimonious property.","Summary: The paper presents low-rank bilinear pooling that uses Hadamard product (commonly known as element-wise multiplication). The paper implements low-rank bilinear pooling on an existing model (Kim et al., 2016b) and builds a model for Visual Question Answering (VQA) that outperforms the current state-of-art by 0.42%. The paper presents various ablation studies of the new VQA model they built. Strengths: 1. The paper presents new insights into element-wise multiplication operation which has been previously used in VQA literature (such as Antol et al., ICCV 2015) without insights on why it should work. 2. The paper presents a new model for the task of VQA that beats the current state-of-art by 0.42%. However, I have concerns about the statistical significance of the performance (see weaknesses below). 3. The various design choices made in model development have been experimentally verified. Weaknesses/Suggestions: 1. When authors explicitly (keeping rest of the model architecture same) compared low-rank bilinear pooling with compact bilinear pooling, they found that low-rank bilinear pooling performs worse. Hence, it could not be experimentally verified that low-rank bilinear pooling is better in performance than compact bilinear pooling (at least for the task of VQA). 2. The authors argue that low-rank bilinear pooling uses 25% less parameters than compact bilinear pooling. So, could the authors please explain how does the reduction in number of parameters help experimentally? Does the training time of the model reduce significantly? Can we train the model with less data? 3. One of the contributions of the paper is that the proposed model outperforms the current state-of-art on VQA by 0.42%. However, I am skeptical that the performance of the proposed model is statistically significantly better than the current state-of-art. 4. I would like the authors to explicitly mention the differences between MRN, MARN and MLB. It is not very clear from reading the paper. 5. In the caption for Table 1, fix the following: â€œhave notâ€ -> â€œhave noâ€ Review Summary: I like the insights about low-rank bilinear pooling using Hadamard product (element-wise multiplication) presented in the paper. However, it could not be justified that low-rank bilinear pooling leads to better performance than compact biliear pooling. It does lead to reduction in number of parameters but it is not clear how much that helps experimentally. So, to be more convinced I would like the authors to provide experimental justification of why low-rank bilinear pooling is better than other forms of pooling.",Authentic
Learning Continuous Semantic Representations of Symbolic Expressions | OpenReview,"Abstract:###The question of how procedural knowledge is represented and inferred is a fundamental problem in machine learning and artificial intelligence. Recent work on program induction has proposed neural architectures, based on abstractions like stacks, Turing machines, and interpreters, that operate on abstract computational machines or on execution traces. But the recursive abstraction that is central to procedural knowledge is perhaps most naturally represented by symbolic representations that have syntactic structure, such as logical expressions and source code. Combining abstract, symbolic reasoning with continuous neural reasoning is a grand challenge of representation learning. As a step in this direction, we propose a new architecture, called neural equivalence networks, for the problem of learning continuous semantic representations of mathematical and logical expressions. These networks are trained to represent semantic equivalence, even of expressions that are syntactically very different. The challenge is that semantic representations must be computed in a syntax-directed manner, because semantics is compositional, but at the same time, small changes in syntax can lead to very large changes in semantics, which can be difficult for continuous neural architectures. We perform an exhaustive evaluation on the task of checking equivalence on a highly diverse class of symbolic algebraic and boolean expression types, showing that our model significantly outperforms existing architectures.","The authors propose a new model to learn symbolic expression representations. They do a reasonably extensive evaluation with similar approaches and motivate their approach well. As expressed in the preliminary questions, I think the authors could improve the motivation for their subexpforce loss. At the top of page 6 the authors mention that they compare to two-layer MLP w/o residual connections. I think having a direct comparison between a model with and w/o the subexpforce loss would be helpful too and should be included (i.e. keep the residual connections and normalization). My main concern is the evaluation *score*. It appears to be precision on a per query basis. I believe a more standard metric, precision-recall or roc would be more informative. In particular the chosen metric is expected to perform better when the equivalence classes are larger, since this isn*t taken into account in the denominator, but the likelihood of a random expression matching the query increases.",Authentic
Discovering objects and their relations from entangled scene representations | OpenReview,"Abstract:###Our world can be succinctly and compactly described as structured scenes of objects and relations. A typical room, for example, contains salient objects such as tables, chairs and books, and these objects typically relate to each other by virtue of their correlated features, such as position, function and shape. Humans exploit knowledge of objects and their relations for learning a wide spectrum of tasks, and more generally when learning the structure underlying observed data. In this work, we introduce relation networks (RNs) - a general purpose neural network architecture for object-relation reasoning. We show that RNs are capable of learning object relations from scene description data. Furthermore, we show that RNs can act as a bottleneck that induces the factorization of objects from entangled scene description inputs, and from distributed deep representations of scene images provided by a variational autoencoder. The model can also be used in conjunction with differentiable memory mechanisms for implicit relation discovery in one-shot learning tasks. Our results suggest that relation networks are a powerful architecture for solving a variety of problems that require object relation reasoning.","+ Understanding relations between objects is an important task in domains like vision, language and robotics. However, models trained on real-life datasets can often exploit simple object properties (not relation-based) to identify relations (eg: animals of bigger size are typically predators and small-size animals are preys). Such models can predict relations without necessarily understanding them. Given the difficulty of the task, a controlled setting is required to investigate if neural networks can be designed to actually understand pairwise object relations. The current paper takes a significant step in answering this question through a controlled dataset. Also, multiple experiments are presented to validate the *relation learning* ability of proposed Relation Networks (RN). + The dataset proposed in the paper ensures that relation classification models can succeed only by learning the relations between objects and not by exploiting *predator-prey* like object properties. + The paper presents very thorough experiments to validate the claim that *RNs* truly learn the relation between objects. 1. In particular, the ability of the RN to force a simple linear layer to disentangle scene description from VAE latent space and permuted description is very interesting. This clearly demonstrates that the RN learns object relations. 2. The one-shot experiments again demonstrate this ability in a convincing manner. This requires the model to understand relations in each run, represent them through an abstract label and assign the label to future samples from the relationship graph. Some suggestions: - Is g_{psi}(.) permutation invariant as well. Since it works on pairs of objects, how did you ensure that the MLP is invariant to the order of the objects in the pair? - The RNs need to operate over pairs of objects in order to identify pairwise interactions. However, in practical applications there are more complicated group interactions. (eg. ternary interaction: *person* riding a *bike* wears *helmet*). Would this require g(.) of RN to not just operate on pairs but on every possible subset of objects in the scene? More generally, is such a pairwise edge-based approach scalable to larger number of objects? - The authors mention that * a deep network with a sufficiently large number of parameters and a large enough training set should be capable of matching the performance of a RN*. This is an interesting point, and could be true in practice. Have the authors investigated this effect by trying to identify the minimum model capacity and/or training examples required by a MLP to match the performance of RN for the provided setup? This would help in quantifying the significance of RN for practical applications with limited examples. In other words, the task in Sec. 5.1 could benefit from another plot: the performance of MLP and RN at different amounts of training samples. - While the simulation setup in the current paper is a great first-step towards analyzing the *relation-learning* ability of RNs, it is still not clear if this would transfer to real-life datasets. I strongly encourage the authors to experiment on real-life datasets like Coco, visual genome or HICO as stated in the pre-review stage. - Minor: Some terminologies in the paper such as *objects* and *scene descriptions* used to refer to abstract entities can be misleading for readers from the object detection domain in computer vision. This could be clarified early on in the introduction. - Minor: Some results like Fig. 8 which shows the ability of RN to generalize to unseen categories are quite interesting and could be moved to the main draft for completeness. The paper proposes a network which is capable of understanding relationships between objects in a scene. This ability of the RN is thoroughly investigated through a series of experiments on a controlled dataset. While, the model is currently evaluated only on a simulated dataset, the results are quite promising and could translate to real-life datasets as well.",Authentic
Making Neural Programming Architectures Generalize via Recursion ,"Abstract:###Empirically, neural networks that attempt to learn programs from data have exhibited poor generalizability. Moreover, it has traditionally been difficult to reason about the behavior of these models beyond a certain level of input complexity. In order to address these issues, we propose augmenting neural architectures with a key abstraction: recursion. As an application, we implement recursion in the Neural Programmer-Interpreter framework on four tasks: grade-school addition, bubble sort, topological sort, and quicksort. We demonstrate superior generalizability and interpretability with small amounts of training data. Recursion divides the problem into smaller pieces and drastically reduces the domain of each neural network component, making it tractable to prove guarantees about the overall systemâ€™s behavior. Our experience suggests that in order for neural architectures to robustly learn program semantics, it is necessary to incorporate a concept like recursion.","This paper argues that recursion is the missing ingredient for neural program induction, enabling perfect out-of-distribution generalization and even formal verification by restricting the problem to base cases and reduction rules. Honestly, while the empirical results—100% accuracy on arbitrarily long inputs from a handful of traces—are undeniably impressive and the verification idea is a neat theoretical contribution, I have serious reservations about the actual novelty and significance of the approach. The paper is essentially an engineering tweak of the Reed & de Freitas NPI framework where the authors simply change the supervision to include recursive calls; the architecture itself doesn't learn to *discover* or *invent* recursion, it just imitates a pre-baked recursive trace. This effectively decouples the hard part of program synthesis (inducing compositional structure) from the execution modeling, which makes me question whether we've actually advanced the core problem or just proven that LSTMs are great at copying stack-based traces when you explicitly tell them where to push and pop. What really bugs me is the lack of discussion on what happens when the input domain is continuous or perceptual—say, sorting MNIST digits or performing arithmetic on handwritten numerals—where the base cases and reductions aren't just symbolic booleans but require robust perception. In that setting, the recursive logic might generalize, but the perceptual errors would compound, making the proof of perfect generalization practically useless. So I'm left wondering: can you name a single realistic, non-toy problem where we have full execution traces available, the environment is fully observable and discrete, yet the proposed method would actually fail to learn the recursive program from the provided traces? If the answer is no, then this result feels more like a testament to the power of heavy supervision than a breakthrough in neural program generalization.",AI Generated
End-to-end Optimized Image Compression ,"Abstract:###We describe an image compression method, consisting of a nonlinear analysis transformation, a uniform quantizer, and a nonlinear synthesis transformation. The transforms are constructed in three successive stages of convolutional linear filters and nonlinear activation functions. Unlike most convolutional neural networks, the joint nonlinearity is chosen to implement a form of local gain control, inspired by those used to model biological neurons. Using a variant of stochastic gradient descent, we jointly optimize the entire model for rate-distortion performance over a database of training images, introducing a continuous proxy for the discontinuous loss function arising from the quantizer. Under certain conditions, the relaxed loss function may be interpreted as the log likelihood of a generative model, as implemented by a variational autoencoder. Unlike these models, however, the compression model must operate at any given point along the rate-distortion curve, as specified by a trade-off parameter. Across an independent set of test images, we find that the optimized method generally exhibits better rate-distortion performance than the standard JPEG and JPEG 2000 compression methods. More importantly, we observe a dramatic improvement in visual quality for all images at all bit rates, which is supported by objective quality estimates using MS-SSIM.","This paper presents a fully end-to-end trainable nonlinear transform coding framework for image compression, using cascaded convolutions with generalized divisive normalization (GDN) nonlinearities and a continuous relaxation of quantization via additive uniform noise to enable stochastic gradient descent. The results are honestly quite impressive—the method consistently beats JPEG and JPEG 2000 in both PSNR and MS-SSIM across a range of bitrates, and more importantly, the visual quality is dramatically better, with none of the blocking or ringing artifacts that plague linear transform coders. The connection to variational autoencoders is a nice theoretical framing, though I'm not convinced it adds much beyond the standard rate-distortion formulation. My main gripes: the architecture choices (filter sizes, number of stages, channel counts) feel somewhat ad-hoc and underexplored—you just pick something and it works, but I'd like to see some ablation studies or justification. Also, while the comparison to JPEG and JPEG2000 is favorable, the entropy coder you implemented is more sophisticated than what JPEG typically uses, and the training set is massive, so the gains might be less about the nonlinear transform and more about having a better coder and more data. The fact that you trained separate models for each λ is computationally expensive and limits practical deployment—I'd be more excited if you'd shown a single model that can interpolate across the curve. That said, the work is technically solid, the empirical results are compelling, and the visual examples speak for themselves. I'm leaning accept, but I'd like to see more discussion on complexity and practical feasibility, and maybe some experiments with simpler nonlinearities to isolate the contribution of GDN.",AI Generated
Optimization as a Model for Few-Shot Learning ,"Abstract:###Though deep neural networks have shown great success in the large data domain, they generally perform poorly on few-shot learning tasks, where a model has to quickly generalize after seeing very few examples from each class. The general belief is that gradient-based optimization in high capacity models requires many iterative steps over many examples to perform well. Here, we propose an LSTM-based meta-learner model to learn the exact optimization algorithm used to train another learner neural network in the few-shot regime. The parametrization of our model allows it to learn appropriate parameter updates specifically for the scenario where a set amount of updates will be made, while also learning a general initialization of the learner network that allows for quick convergence of training. We demonstrate that this meta-learning model is competitive with deep metric-learning techniques for few-shot learning.","This paper proposes an LSTM-based meta-learner that learns to optimize a classifier network for few-shot learning, framing gradient descent updates as analogous to LSTM cell state updates and training the meta-learner to produce effective parameter updates and a good initialization. The idea is clever and well-motivated—explicitly learning an optimization procedure tailored to the few-update regime is a natural fit for the problem. The results on Mini-ImageNet are solid, beating the fine-tuning baseline and performing competitively with Matching Networks, especially in the 5-shot setting where the gap is more pronounced. I also appreciate the visualization of the learned gates, which gives some insight into what the meta-learner is actually doing.

However, I have several concerns. First, the gradient independence assumption (ignoring the dependency of the learner's gradients on the meta-learner's parameters) is a significant simplification—you hand-wave it away by citing Andrychowicz et al., but in the few-shot setting where the meta-learner is explicitly controlling the learning dynamics, this could matter more than you acknowledge. Have you tried estimating the impact of this approximation, or is there a reason it's less problematic here than in the large-scale setting? Second, the model is trained separately for 1-shot and 5-shot with a fixed number of updates, which limits its generality—I'd like to see how it performs when the number of shots or updates varies at test time, or whether a single meta-learner can handle both settings. Third, the comparison to Matching Networks is somewhat undercooked; you implemented your own version and created your own Mini-ImageNet split, which makes it hard to directly compare to the published numbers or know if the implementation is faithful. The fact that your Matching Net results are lower than the original paper's suggests either implementation differences or dataset differences, and you don't discuss this adequately. Finally, the learner network is relatively small (4 conv layers, 32 filters); it's unclear how well this approach scales to deeper architectures or larger class counts. The paper is well-written and the idea is interesting, but the technical limitations and evaluation choices leave me with reservations. I'm leaning towards accept because the core contribution is novel and empirically validated, but I'd like to see a more thorough discussion of these issues.",AI Generated
Learning End-to-End Goal-Oriented Dialog ,"Abstract:###Traditional dialog systems used in goal-oriented applications require a lot of domain-specific handcrafting, which hinders scaling up to new domains. End- to-end dialog systems, in which all components are trained from the dialogs themselves, escape this limitation. But the encouraging success recently obtained in chit-chat dialog may not carry over to goal-oriented settings. This paper proposes a testbed to break down the strengths and shortcomings of end-to-end dialog systems in goal-oriented applications. Set in the context of restaurant reservation, our tasks require manipulating sentences and symbols, so as to properly conduct conversations, issue API calls and use the outputs of such calls. We show that an end-to-end dialog system based on Memory Networks can reach promising, yet imperfect, performance and learn to perform non-trivial operations. We confirm those results by comparing our system to a hand-crafted slot-filling baseline on data from the second Dialog State Tracking Challenge (Henderson et al., 2014a). We show similar result patterns on data extracted from an online concierge service.","This paper introduces a set of five synthetic goal-oriented dialog tasks in the restaurant reservation domain, along with two real-world datasets (DSTC2 and a concierge service), to systematically evaluate end-to-end dialog systems. The authors test Memory Networks, supervised embeddings, and IR baselines, showing that MemNNs can learn to issue API calls and track dialog state, but struggle with interpreting KB results and presenting options—per-dialog accuracy remains near zero on the harder tasks. I appreciate the effort to create a reproducible benchmark with explicit subtasks that isolate different capabilities, and the inclusion of OOV generalization and real data is a nice touch. However, I have several concerns. First, the synthetic tasks are quite simplistic—the language is templated, the dialog flow is deterministic, and the KB is tiny (600 restaurants)—so it's unclear how much these results tell us about real-world complexity. Second, the paper feels more like a resource/benchmark paper than a novel modeling contribution; the MemNN architecture is essentially unchanged from prior work, and the match-type features are a small engineering fix. Third, the performance on the full Task 5 is still abysmal (19.7% dialog accuracy with the best model), and the Concierge results are barely above random, which makes me question whether the benchmark is too hard or the methods are just not up to the task—either way, the paper doesn't provide much insight into why. The comparison to a hand-coded slot-filling baseline on DSTC2 is weak because the rules are ad-hoc and not a strong competitor. I'd be more enthusiastic if the paper proposed a new model that actually solved these tasks, or provided a deeper analysis of failure modes beyond accuracy numbers. As it stands, it's a useful resource but not a breakthrough, and I'm leaning towards reject due to limited novelty and incremental contribution.",AI Generated
Towards Principled Methods for Training Generative Adversarial Networks ,"Abstract:###The goal of this paper is not to introduce a single algorithm or method, but to make theoretical steps towards fully understanding the training dynamics of gen- erative adversarial networks. In order to substantiate our theoretical analysis, we perform targeted experiments to verify our assumptions, illustrate our claims, and quantify the phenomena. This paper is divided into three sections. The first sec- tion introduces the problem at hand. The second section is dedicated to studying and proving rigorously the problems including instability and saturation that arize when training generative adversarial networks. The third section examines a prac- tical and theoretically grounded direction towards solving these problems, while introducing new tools to study them.","This paper provides a rigorous theoretical analysis of why GAN training is unstable, proving that when the data distribution and generator distribution lie on low-dimensional manifolds (which is almost always the case), the Jensen-Shannon divergence is always maxed out, the optimal discriminator is perfect and locally constant, and gradients either vanish (for the original cost) or become Cauchy-distributed with infinite variance (for the -log D alternative). The theoretical contributions are genuinely important—this is the first paper I've seen that actually explains the gradient instability phenomenon in a mathematically sound way, and the proofs are clean and convincing. I particularly like the geometric perspective on manifold alignment and the use of transversality; it finally gives us a principled reason why GANs are so finicky. The proposed fix—adding continuous noise to both distributions to smooth them out and then annealing—is elegant and theoretically grounded, and the bound relating the Wasserstein distance of the original distributions to the JSD of the noisy ones is a nice piece of work. My main criticism is that the empirical validation is quite limited; the paper mostly shows gradient norm plots on a fixed DCGAN, but doesn't actually train a full model with the noise annealing strategy and compare it to standard GANs on a real benchmark like CIFAR-10. The paper also doesn't provide practical guidance on how to schedule the noise decay or tune the noise variance, which limits its immediate impact. That said, the theoretical insights are so foundational that I think this should be accepted despite the weak experiments—the analysis alone is a significant contribution that will influence how the community thinks about GAN training. I'd like to see the authors add at least one full training experiment in the final version to demonstrate that the proposed method actually works in practice. Strong accept on the theory, but I'd bump it down to accept if the experiments remain this sparse.",AI Generated
Reinforcement Learning with Unsupervised Auxiliary Tasks ,"Abstract:###Deep reinforcement learning agents have achieved state-of-the-art results by directly maximising cumulative reward. However, environments contain a much wider variety of possible training signals. In this paper, we introduce an agent that also maximises many other pseudo-reward functions simultaneously by reinforcement learning. All of these tasks share a common representation that, like unsupervised learning, continues to develop in the absence of extrinsic rewards. We also introduce a novel mechanism for focusing this representation upon extrinsic rewards, so that learning can rapidly adapt to the most relevant aspects of the actual task. Our agent significantly outperforms the previous state-of-the-art on Atari, averaging 880\% expert human performance, and a challenging suite of first-person, three-dimensional emph{Labyrinth} tasks leading to a mean speedup in learning of 10 and averaging 87\% expert human performance on Labyrinth.","This paper introduces the UNREAL agent, which augments A3C with auxiliary tasks—pixel control (learning policies to maximize local pixel changes), reward prediction (classifying immediate rewards from a skewed replay buffer), and value function replay—all sharing the same representation. The results are honestly quite staggering: on Labyrinth, UNREAL achieves 87% human-normalized performance versus 54% for A3C with a 10x speedup, and on Atari it hits 880% mean human-normalized score, crushing prior state-of-the-art. I love the intuition behind pixel control—learning to manipulate the visual stream as an intrinsic objective is a genuinely clever way to learn useful motor skills without extrinsic rewards, and the fact that it outperforms reconstruction or prediction baselines validates the ""control, don't just predict"" philosophy. The reward prediction with skewed replay is also a nice pragmatic trick to focus representation on sparse rewards without biasing the policy. My main concerns are: (1) the computational cost is non-trivial—the pixel control head with deconv layers and multiple Q-learning updates per step adds significant overhead, and you don't discuss wall-clock time or FLOPs; (2) the ablation results are somewhat murky—while you show each component helps, the relative contribution of pixel control vs. reward prediction vs. VR isn't systematically disentangled across all levels, and the hyperparameter sensitivity of the combined agent is still present (just less so); (3) the theoretical justification for why pixel changes are a good auxiliary task is hand-wavy—you appeal to babies and redness, but a more rigorous argument about which intrinsic rewards are universally useful would strengthen the paper; (4) the Labyrinth environment is custom and not widely available, making reproducibility harder, though the Atari results mitigate this. Overall, this is a strong empirical paper with a simple, effective idea that clearly advances the state of the art—I'm leaning accept, but I'd like to see more discussion on computational trade-offs and a clearer breakdown of what each auxiliary task contributes in different regimes.",AI Generated
Multi-Agent Cooperation and the Emergence of (Natural) Language ,"Abstract:###The current mainstream approach to train natural language systems is to expose them to large amounts of text. This passive learning is problematic if we are in- terested in developing interactive machines, such as conversational agents. We propose a framework for language learning that relies on multi-agent communi- cation. We study this learning in the context of referential games. In these games, a sender and a receiver see a pair of images. The sender is told one of them is the target and is allowed to send a message to the receiver, while the receiver must rely on it to identify the target. Thus, the agents develop their own language interactively out of the need to communicate. We show that two networks with simple configurations are able to learn to coordinate in the referential game. We further explore whether the â€œword meaningsâ€ induced in the game reflect intuitive semantic properties of the objects depicted in the image, and we present a simple strategy for grounding the agentsâ€™ code into natural language, a necessary step in developing machines that should eventually be able to communicate with humans.","This paper explores how two simple neural agents can develop a communication protocol from scratch through referential games, where a sender must produce a symbol to help a receiver identify a target image among distractors. I think the core idea—using multi-agent cooperation as a driver for emergent language—is compelling and aligns well with the broader push towards interactive, functional language learning. The results are solid: the agents reliably converge to near-perfect coordination, and the informed sender architecture with a convolutional bias yields more diverse symbol usage and higher semantic purity with respect to object categories. The manipulation of common knowledge (showing different image instances of the same class) is a nice touch, and the grounding experiment using supervised ImageNet labels to make the emergent code human-interpretable is clever, especially the finding that humans can guess the target 68% of the time even for images not containing the supervised categories. However, I have some reservations. The game setup is quite simplistic—single-symbol messages, two images, no turn-taking or dialogue—so the ""language"" that emerges is more of a labeling scheme than anything resembling natural language syntax or compositionality. The comparison between agnostic and informed senders is interesting, but the informed architecture essentially hard-codes a comparison between the two images, which is a strong inductive bias that may be doing most of the work. Also, the purity numbers, while significant, are still far from perfect, and the t-SNE visualizations show a lot of intermixing between categories. The paper claims to be about the ""emergence of (natural) language,"" but what we see is closer to a rudimentary signaling system; the jump to natural language is huge and not really addressed. That said, the paper is well-written, the experiments are carefully designed, and the grounding experiment with human subjects is a strong contribution. I'd lean towards accept because it opens up a promising research direction and provides a clean framework for studying emergent communication, but I'd encourage the authors to be more cautious in framing this as ""natural language"" and to discuss the limitations of the single-symbol setting more explicitly. I'd also like to see a bit more analysis of why the informed sender leads to more semantically coherent symbols—is it purely the dimension-wise comparison, or something else? Overall, a solid paper with a clear contribution, though not a breakthrough.",AI Generated
Understanding deep learning requires rethinking generalization ,"Abstract:###Despite their massive size, successful deep artificial neural networks can exhibit a remarkably small difference between training and test performance. Conventional wisdom attributes small generalization error either to properties of the model family, or to the regularization techniques used during training. Through extensive systematic experiments, we show how these traditional approaches fail to explain why large neural networks generalize well in practice. Specifically, our experiments establish that state-of-the-art convolutional networks for image classification trained with stochastic gradient methods easily fit a random labeling of the training data. This phenomenon is qualitatively unaffected by explicit regularization, and occurs even if we replace the true images by completely unstructured random noise. We corroborate these experimental findings with a theoretical construction showing that simple depth two neural networks already have perfect finite sample expressivity as soon as the number of parameters exceeds the number of data points as it usually does in practice. We interpret our experimental findings by comparison with traditional models.","This is a genuinely important paper that systematically demolishes a lot of conventional wisdom about why deep networks generalize. The central finding—that state-of-the-art CNNs can perfectly fit completely random labels and even random pixels with zero training error, while still achieving near-zero training loss with standard optimization—is a massive blow to the idea that model complexity or explicit regularization explains generalization. I love the experimental design: the randomization tests are clean, the interpolation between no noise and full noise shows a smooth degradation in test performance, and the ImageNet results with 95% top-1 accuracy on random labels are just absurd. The theoretical construction showing that a depth-2 network with 2n+d parameters can represent any labeling of n points is elegant and directly supports the empirical findings. The paper also does a good job systematically ruling out VC-dimension, Rademacher complexity, and uniform stability as explanations, and the discussion of implicit regularization via SGD (with the kernel analogy) is thought-provoking. My main criticisms: the paper is a bit light on proposing what *does* explain generalization—it's largely a demolition job without a clear replacement theory, though I appreciate the tentative directions. The ""implicit regularization"" section on linear models is interesting but feels somewhat disconnected from the main narrative, and the claim that ""SGD converges to the minimum norm solution"" is only true for linear models with specific initialization; for deep nets it's not established. Also, the paper doesn't deeply address why some architectures (e.g., Inception) generalize better than others despite all being able to fit random labels. That said, the experimental rigor is outstanding, the implications for the field are profound, and the writing is clear. This is exactly the kind of paper that forces the community to re-evaluate its assumptions. I'm recommending a strong accept—this will be highly cited and debated.",AI Generated
Neural Architecture Search with Reinforcement Learning ,"Abstract:###Neural networks are powerful and flexible models that work well for many difficult learning tasks in image, speech and natural language understanding. Despite their success, neural networks are still hard to design. In this paper, we use a recurrent network to generate the model descriptions of neural networks and train this RNN with reinforcement learning to maximize the expected accuracy of the generated architectures on a validation set. On the CIFAR-10 dataset, our method, starting from scratch, can design a novel network architecture that rivals the best human-invented architecture in terms of test set accuracy. Our CIFAR-10 model achieves a test error rate of 3.65, which is 0.09 percent better and 1.05x faster than the previous state-of-the-art model that used a similar architectural scheme. On the Penn Treebank dataset, our model can compose a novel recurrent cell that outperforms the widely-used LSTM cell, and other state-of-the-art baselines. Our cell achieves a test set perplexity of 62.4 on the Penn Treebank, which is 3.6 perplexity better than the previous state-of-the-art model. The cell can also be transferred to the character language modeling task on PTB and achieves a state-of-the-art perplexity of 1.214.","This paper introduces Neural Architecture Search, where a recurrent network (the controller) generates model descriptions and is trained via reinforcement learning to maximize validation accuracy of the child networks. The approach is elegantly simple—use an RNN to output architectural hyperparameters as a sequence, train with REINFORCE, and scale with distributed asynchronous training. The empirical results are genuinely impressive: on CIFAR-10, the controller discovers a 39-layer network achieving 3.65% test error, which at the time beats the best human-designed architectures like DenseNet, and on Penn Treebank it finds a recurrent cell that outperforms LSTM with 62.4 perplexity, which transfers to character-level modeling and even improves GNMT translation by 0.5 BLEU. The skip connection mechanism via set-selection attention is a clever way to handle variable connectivity, and the tree-based formulation for recurrent cells is well-thought-out. I also appreciate the control experiments showing that policy gradient outperforms random search, and that the discovered cell is robust to adding new functions like max and sin.

However, I have some reservations. First, the computational cost is astronomical—800 GPUs concurrently training 800 child networks to convergence is completely impractical for most researchers, and the paper glosses over this by saying ""we use distributed training."" Second, the search space, while larger than previous work, is still quite constrained (limited filter sizes, only certain layer types, fixed depth schedules), and the controller essentially does a guided hyperparameter search over a predefined space rather than discovering genuinely novel architectural paradigms. Third, the REINFORCE gradient has high variance; the baseline helps, but the paper doesn't deeply analyze the variance or explore more sophisticated policy gradient methods. Fourth, the comparison to random search, while favorable, only shows results after 400 models—I'd like to see the asymptotic behavior. Finally, the paper doesn't provide much insight into *why* the discovered architectures work—the visualization of the RNN cell shows similarities to LSTM, but there's no analysis of what the controller has learned about good design principles.

That said, this is a pioneering work that popularized the idea of architecture search with RL, and the empirical results on CIFAR-10 and PTB are strong. It's well-written, the method is clearly described, and the transfer learning results are a nice bonus. I'm leaning accept—the paper opens up a new research direction, even if it's computationally heavy and somewhat limited in search space. I'd like to see the authors address the computational cost and provide more analysis on the learned search strategy in the final version.",AI Generated
